nbS : 5
nbO : 5
nbA : 12
P_init 
1.0 0.0 0.0 0.0 0.0 
P_trans 
0.8 0.13 0.02 0.0 0.05 
0.8 0.13 0.02 0.0 0.05 
0.8 0.13 0.02 0.0 0.05 
0.8 0.13 0.02 0.0 0.05 
0.8 0.13 0.02 0.0 0.05 
0.8 0.13 0.02 0.0 0.05 
0.8 0.13 0.02 0.0 0.05 
0.8 0.13 0.02 0.0 0.05 
0.8 0.13 0.02 0.0 0.05 
0.8 0.13 0.02 0.0 0.05 
0.8 0.13 0.02 0.0 0.05 
0.8 0.13 0.02 0.0 0.05 

0.0 0.7 0.17 0.05 0.08 
0.0 0.7 0.17 0.05 0.08 
0.0 0.7 0.17 0.05 0.08 
0.0 0.8 0.1 0.02 0.08 
0.0 0.8 0.1 0.02 0.08 
0.0 0.8 0.1 0.02 0.08 
0.19 0.65 0.08 0.02 0.06 
0.19 0.65 0.08 0.02 0.06 
0.19 0.65 0.08 0.02 0.06 
0.8 0.13 0.02 0.0 0.05 
0.8 0.13 0.02 0.0 0.05 
0.8 0.13 0.02 0.0 0.05 

0.0 0.0 0.75 0.15 0.1 
0.0 0.0 0.75 0.15 0.1 
0.0 0.0 0.75 0.15 0.1 
0.0 0.0 0.8 0.1 0.1 
0.0 0.0 0.8 0.1 0.1 
0.0 0.0 0.8 0.1 0.1 
0.1 0.2 0.56 0.08 0.06 
0.1 0.2 0.56 0.08 0.06 
0.1 0.2 0.56 0.08 0.06 
0.8 0.13 0.02 0.0 0.05 
0.8 0.13 0.02 0.0 0.05 
0.8 0.13 0.02 0.0 0.05 

0.0 0.0 0.0 0.6 0.4 
0.0 0.0 0.0 0.6 0.4 
0.0 0.0 0.0 0.6 0.4 
0.0 0.0 0.0 0.6 0.4 
0.0 0.0 0.0 0.6 0.4 
0.0 0.0 0.0 0.6 0.4 
0.0 0.1 0.25 0.55 0.1 
0.0 0.1 0.25 0.55 0.1 
0.0 0.1 0.25 0.55 0.1 
0.8 0.13 0.02 0.0 0.05 
0.8 0.13 0.02 0.0 0.05 
0.8 0.13 0.02 0.0 0.05 

0.0 0.0 0.0 0.0 1.0 
0.0 0.0 0.0 0.0 1.0 
0.0 0.0 0.0 0.0 1.0 
0.0 0.0 0.0 0.0 1.0 
0.0 0.0 0.0 0.0 1.0 
0.0 0.0 0.0 0.0 1.0 
0.0 0.0 0.0 0.0 1.0 
0.0 0.0 0.0 0.0 1.0 
0.0 0.0 0.0 0.0 1.0 
0.8 0.13 0.02 0.0 0.05 
0.8 0.13 0.02 0.0 0.05 
0.8 0.13 0.02 0.0 0.05 


P_emis 
1.0 0.0 0.0 0.0 0.0 
1.0 0.0 0.0 0.0 0.0 
1.0 0.0 0.0 0.0 0.0 
1.0 0.0 0.0 0.0 0.0 
1.0 0.0 0.0 0.0 0.0 

0.8 0.2 0.0 0.0 0.0 
0.2 0.6 0.2 0.0 0.0 
0.05 0.7 0.25 0.0 0.0 
0.0 0.3 0.7 0.0 0.0 
0.0 0.0 1.0 0.0 0.0 

0.9 0.1 0.0 0.0 0.0 
0.05 0.9 0.05 0.0 0.0 
0.0 0.05 0.9 0.05 0.0 
0.0 0.0 0.05 0.9 0.05 
0.0 0.0 0.0 0.0 1.0 

1.0 0.0 0.0 0.0 0.0 
1.0 0.0 0.0 0.0 0.0 
1.0 0.0 0.0 0.0 0.0 
1.0 0.0 0.0 0.0 0.0 
1.0 0.0 0.0 0.0 0.0 

0.8 0.2 0.0 0.0 0.0 
0.2 0.6 0.2 0.0 0.0 
0.05 0.7 0.25 0.0 0.0 
0.0 0.3 0.7 0.0 0.0 
0.0 0.0 1.0 0.0 0.0 

0.9 0.1 0.0 0.0 0.0 
0.05 0.9 0.05 0.0 0.0 
0.0 0.05 0.9 0.05 0.0 
0.0 0.0 0.05 0.9 0.05 
