nbS : 4
nbO : 4
nbA : 4
P_init 
0.25 0.25 0.25 0.25 
P_trans 
0.016 0.086 0.634 0.264 
0.092 0.313 0.151 0.444 
0.244 0.335 0.255 0.166 
0.174 0.23 0.372 0.224 

0.184 0.237 0.28 0.299 
0.133 0.161 0.457 0.249 
0.319 0.137 0.204 0.34 
0.297 0.283 0.164 0.256 

0.126 0.396 0.298 0.18 
0.162 0.355 0.165 0.318 
0.216 0.278 0.14 0.366 
0.14 0.26 0.316 0.284 

0.344 0.342 0.11 0.204 
0.342 0.178 0.304 0.176 
0.131 0.49 0.34 0.039 
0.222 0.341 0.055 0.382 


P_emis 
0.677 0.239 0.066 0.018 
0.03 0.634 0.185 0.151 
0.172 0.002 0.671 0.155 
0.152 0.079 0.173 0.596 

0.559 0.138 0.108 0.195 
0.071 0.638 0.136 0.155 
0.008 0.138 0.687 0.167 
0.21 0.081 0.062 0.647 

0.503 0.085 0.177 0.235 
0.123 0.685 0.136 0.056 
0.243 0.042 0.626 0.089 
0.135 0.129 0.116 0.62 

0.637 0.052 0.227 0.084 
0.121 0.675 0.059 0.145 
0.185 0.032 0.675 0.108 
0.137 0.142 0.12 0.601 


Reward 
5.7 5.7 5.7 5.7 
4.3 4.3 4.3 4.3 
5.8 5.8 5.8 5.8 
7.0 7.0 7.0 7.0 

8.8 8.8 8.8 8.8 
3.2 3.2 3.2 3.2 
8.5 8.5 8.5 8.5 
0.8 0.8 0.8 0.8 

8.3 8.3 8.3 8.3 
0.7 0.7 0.7 0.7 
7.4 7.4 7.4 7.4 
1.0 1.0 1.0 1.0 

3.7 3.7 3.7 3.7 
5.3 5.3 5.3 5.3 
8.3 8.3 8.3 8.3 
5.5 5.5 5.5 5.5 

