nbS : 30
nbO : 3
nbA : 9
P_init 
1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
P_trans 
0.40657 0.0 0.0 0.365913 0.0 0.0 0.164661 0.0 0.0 0.049398 0.0 0.0 0.011115 0.0 0.0 0.002001 0.0 0.0 0.0003 0.0 0.0 3.9e-05 0.0 0.0 4e-06 0.0 0.0 0.0 0.0 0.0 
0.40657 0.0 0.0 0.365913 0.0 0.0 0.164661 0.0 0.0 0.049398 0.0 0.0 0.011115 0.0 0.0 0.002001 0.0 0.0 0.0003 0.0 0.0 3.9e-05 0.0 0.0 4e-06 0.0 0.0 0.0 0.0 0.0 
0.40657 0.0 0.0 0.365913 0.0 0.0 0.164661 0.0 0.0 0.049398 0.0 0.0 0.011115 0.0 0.0 0.002001 0.0 0.0 0.0003 0.0 0.0 3.9e-05 0.0 0.0 4e-06 0.0 0.0 0.0 0.0 0.0 
0.40657 0.0 0.0 0.365913 0.0 0.0 0.164661 0.0 0.0 0.049398 0.0 0.0 0.011115 0.0 0.0 0.002001 0.0 0.0 0.0003 0.0 0.0 3.9e-05 0.0 0.0 4e-06 0.0 0.0 0.0 0.0 0.0 
0.40657 0.0 0.0 0.365913 0.0 0.0 0.164661 0.0 0.0 0.049398 0.0 0.0 0.011115 0.0 0.0 0.002001 0.0 0.0 0.0003 0.0 0.0 3.9e-05 0.0 0.0 4e-06 0.0 0.0 0.0 0.0 0.0 
0.40657 0.0 0.0 0.365913 0.0 0.0 0.164661 0.0 0.0 0.049398 0.0 0.0 0.011115 0.0 0.0 0.002001 0.0 0.0 0.0003 0.0 0.0 3.9e-05 0.0 0.0 4e-06 0.0 0.0 0.0 0.0 0.0 
0.40657 0.0 0.0 0.365913 0.0 0.0 0.164661 0.0 0.0 0.049398 0.0 0.0 0.011115 0.0 0.0 0.002001 0.0 0.0 0.0003 0.0 0.0 3.9e-05 0.0 0.0 4e-06 0.0 0.0 0.0 0.0 0.0 
0.40657 0.0 0.0 0.365913 0.0 0.0 0.164661 0.0 0.0 0.049398 0.0 0.0 0.011115 0.0 0.0 0.002001 0.0 0.0 0.0003 0.0 0.0 3.9e-05 0.0 0.0 4e-06 0.0 0.0 0.0 0.0 0.0 
0.40657 0.0 0.0 0.365913 0.0 0.0 0.164661 0.0 0.0 0.049398 0.0 0.0 0.011115 0.0 0.0 0.002001 0.0 0.0 0.0003 0.0 0.0 3.9e-05 0.0 0.0 4e-06 0.0 0.0 0.0 0.0 0.0 

0.40657 0.0 0.0 0.365913 0.0 0.0 0.164661 0.0 0.0 0.049398 0.0 0.0 0.011115 0.0 0.0 0.002001 0.0 0.0 0.0003 0.0 0.0 3.9e-05 0.0 0.0 4e-06 0.0 0.0 0.0 0.0 0.0 
0.40657 0.0 0.0 0.365913 0.0 0.0 0.164661 0.0 0.0 0.049398 0.0 0.0 0.011115 0.0 0.0 0.002001 0.0 0.0 0.0003 0.0 0.0 3.9e-05 0.0 0.0 4e-06 0.0 0.0 0.0 0.0 0.0 
0.40657 0.0 0.0 0.365913 0.0 0.0 0.164661 0.0 0.0 0.049398 0.0 0.0 0.011115 0.0 0.0 0.002001 0.0 0.0 0.0003 0.0 0.0 3.9e-05 0.0 0.0 4e-06 0.0 0.0 0.0 0.0 0.0 
