nbS : 4
nbO : 4
nbA : 4
P_init 
0.25 0.25 0.25 0.25 
P_trans 
0.355 0.321 0.1 0.224 
0.094 0.311 0.262 0.333 
0.455 0.182 0.135 0.228 
0.255 0.255 0.23 0.26 

0.433 0.181 0.342 0.044 
0.241 0.173 0.233 0.353 
0.37 0.28 0.005 0.345 
0.294 0.108 0.417 0.181 

0.254 0.155 0.065 0.526 
0.351 0.259 0.273 0.117 
0.22 0.276 0.27 0.234 
0.025 0.143 0.352 0.48 

0.066 0.42 0.172 0.342 
0.064 0.174 0.454 0.308 
0.403 0.499 0.071 0.027 
0.267 0.298 0.194 0.241 


P_emis 
0.519 0.192 0.154 0.135 
0.161 0.551 0.093 0.195 
0.112 0.158 0.662 0.068 
0.157 0.126 0.055 0.662 

0.571 0.013 0.162 0.254 
0.158 0.547 0.105 0.19 
0.089 0.18 0.629 0.102 
0.109 0.198 0.149 0.544 

0.65 0.121 0.126 0.103 
0.175 0.538 0.134 0.153 
0.064 0.086 0.676 0.174 
0.204 0.232 0.01 0.554 

0.672 0.103 0.134 0.091 
0.004 0.694 0.109 0.193 
0.159 0.166 0.621 0.054 
0.07 0.172 0.123 0.635 


Reward 
0.2 0.2 0.2 0.2 
0.8 0.8 0.8 0.8 
2.2 2.2 2.2 2.2 
7.9 7.9 7.9 7.9 

8.2 8.2 8.2 8.2 
1.0 1.0 1.0 1.0 
6.7 6.7 6.7 6.7 
1.5 1.5 1.5 1.5 

6.8 6.8 6.8 6.8 
5.4 5.4 5.4 5.4 
2.6 2.6 2.6 2.6 
7.4 7.4 7.4 7.4 

8.1 8.1 8.1 8.1 
3.9 3.9 3.9 3.9 
1.7 1.7 1.7 1.7 
1.7 1.7 1.7 1.7 

