nbS : 4
nbO : 4
nbA : 4
P_init 
0.25 0.25 0.25 0.25 
P_trans 
0.191 0.159 0.325 0.325 
0.161 0.148 0.318 0.373 
0.33 0.2 0.174 0.296 
0.194 0.305 0.491 0.01 

0.23 0.21 0.317 0.243 
0.28 0.334 0.336 0.05 
0.423 0.001 0.168 0.408 
0.208 0.212 0.029 0.551 

0.105 0.37 0.101 0.424 
0.024 0.422 0.422 0.132 
0.412 0.113 0.019 0.456 
0.193 0.415 0.181 0.211 

0.502 0.231 0.088 0.179 
0.069 0.151 0.303 0.477 
0.243 0.034 0.309 0.414 
0.436 0.492 0.023 0.049 


P_emis 
0.536 0.14 0.173 0.151 
0.193 0.541 0.155 0.111 
0.148 0.14 0.608 0.104 
0.146 0.023 0.147 0.684 

0.681 0.011 0.134 0.174 
0.18 0.68 0.09 0.05 
0.017 0.262 0.504 0.217 
0.2 0.03 0.19 0.58 

0.51 0.169 0.255 0.066 
0.122 0.624 0.125 0.129 
0.207 0.046 0.732 0.015 
0.034 0.176 0.236 0.554 

0.576 0.287 0.041 0.096 
0.12 0.59 0.143 0.147 
0.07 0.18 0.51 0.24 
0.04 0.254 0.2 0.506 


Reward 
9.4 9.4 9.4 9.4 
0.1 0.1 0.1 0.1 
6.1 6.1 6.1 6.1 
0.3 0.3 0.3 0.3 

2.9 2.9 2.9 2.9 
5.1 5.1 5.1 5.1 
7.1 7.1 7.1 7.1 
7.2 7.2 7.2 7.2 

7.1 7.1 7.1 7.1 
0.8 0.8 0.8 0.8 
5.1 5.1 5.1 5.1 
10.0 10.0 10.0 10.0 

7.2 7.2 7.2 7.2 
8.5 8.5 8.5 8.5 
8.9 8.9 8.9 8.9 
9.6 9.6 9.6 9.6 

