nbS : 4
nbO : 4
nbA : 4
P_init 
0.25 0.25 0.25 0.25 
P_trans 
0.252 0.21 0.24 0.298 
0.375 0.192 0.15 0.283 
0.255 0.14 0.309 0.296 
0.316 0.188 0.378 0.118 

0.291 0.123 0.149 0.437 
0.462 0.121 0.077 0.34 
0.18 0.395 0.032 0.393 
0.333 0.32 0.228 0.119 

0.171 0.075 0.475 0.279 
0.12 0.64 0.092 0.148 
0.286 0.229 0.273 0.212 
0.28 0.346 0.069 0.305 

0.294 0.01 0.396 0.3 
0.222 0.283 0.129 0.366 
0.157 0.012 0.517 0.314 
0.149 0.185 0.392 0.274 


P_emis 
0.7 0.088 0.131 0.081 
0.075 0.699 0.149 0.077 
0.222 0.016 0.71 0.052 
0.088 0.252 0.149 0.511 

0.644 0.156 0.163 0.037 
0.04 0.75 0.088 0.122 
0.05 0.204 0.655 0.091 
0.02 0.038 0.154 0.788 

0.713 0.002 0.139 0.146 
0.116 0.667 0.02 0.197 
0.076 0.159 0.678 0.087 
0.176 0.083 0.096 0.645 

0.728 0.08 0.072 0.12 
0.102 0.612 0.208 0.078 
0.198 0.123 0.54 0.139 
0.037 0.17 0.26 0.533 


Reward 
1.1 1.1 1.1 1.1 
0.8 0.8 0.8 0.8 
5.5 5.5 5.5 5.5 
9.7 9.7 9.7 9.7 

9.2 9.2 9.2 9.2 
8.1 8.1 8.1 8.1 
7.3 7.3 7.3 7.3 
8.0 8.0 8.0 8.0 

4.2 4.2 4.2 4.2 
9.5 9.5 9.5 9.5 
9.3 9.3 9.3 9.3 
8.4 8.4 8.4 8.4 

9.9 9.9 9.9 9.9 
7.1 7.1 7.1 7.1 
1.3 1.3 1.3 1.3 
4.0 4.0 4.0 4.0 

