nbS : 4
nbO : 4
nbA : 4
P_init 
0.25 0.25 0.25 0.25 
P_trans 
1.0 0.0 0.0 0.0 
1.0 0.0 0.0 0.0 
1.0 0.0 0.0 0.0 
0.0 0.0 1.0 0.0 

0.0 1.0 0.0 0.0 
0.0 1.0 0.0 0.0 
0.0 1.0 0.0 0.0 
0.0 0.0 0.0 1.0 

0.0 0.0 1.0 0.0 
0.5 0.5 0.0 0.0 
0.5 0.5 0.0 0.0 
0.0 0.0 1.0 0.0 

0.0 0.0 0.0 1.0 
0.5 0.5 0.0 0.0 
0.5 0.5 0.0 0.0 
0.0 0.0 0.0 1.0 


P_emis 
0.8 0.2 0.0 0.0 
0.2 0.8 0.0 0.0 
0.0 0.0 0.5 0.5 
0.0 0.0 0.5 0.5 

0.5 0.5 0.0 0.0 
0.5 0.5 0.0 0.0 
0.5 0.5 0.0 0.0 
0.5 0.5 0.0 0.0 

0.5 0.5 0.0 0.0 
0.5 0.5 0.0 0.0 
0.5 0.5 0.0 0.0 
0.5 0.5 0.0 0.0 

0.0 0.0 0.5 0.5 
0.0 0.0 0.5 0.5 
0.0 0.0 0.5 0.5 
0.0 0.0 0.5 0.5 


Reward 
-1.0 -1.0 -1.0 -1.0 
0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 

-1.0 -1.0 -1.0 -1.0 
0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 
-100.0 -100.0 -100.0 -100.0 
30.0 30.0 30.0 30.0 
0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 
30.0 30.0 30.0 30.0 
-100.0 -100.0 -100.0 -100.0 
0.0 0.0 0.0 0.0 

