nbS : 4
nbO : 2
nbA : 4
P_init 
0.5 0.0 0.0 0.5 
P_trans 
0.1 0.9 0.0 0.0 
1.0 0.0 0.0 0.0 
0.5 0.0 0.0 0.5 
0.5 0.0 0.0 0.5 

0.0 1.0 0.0 0.0 
0.0 1.0 0.0 0.0 
0.5 0.0 0.0 0.5 
0.5 0.0 0.0 0.5 

0.0 0.0 1.0 0.0 
0.0 0.0 1.0 0.0 
0.5 0.0 0.0 0.5 
0.5 0.0 0.0 0.5 

0.0 0.0 0.9 0.1 
0.0 0.0 0.0 1.0 
0.5 0.0 0.0 0.5 
0.5 0.0 0.0 0.5 


P_emis 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 

0.75 0.25 
0.75 0.25 
0.75 0.25 
0.25 0.75 

1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 

1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 


Reward 
0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 
-1.0 -1.0 -1.0 -1.0 
-1.0 -1.0 -1.0 -1.0 

0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 
1.0 1.0 1.0 1.0 
-1.0 -1.0 -1.0 -1.0 

0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 
-1.0 -1.0 -1.0 -1.0 
0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 
-1.0 -1.0 -1.0 -1.0 
1.0 1.0 1.0 1.0 

