nbS : 7
nbO : 2
nbA : 4
P_init 
1.0 0.0 0.0 0.0 0.0 0.0 0.0 
P_trans 
0.5 0.3 0.1 0.1 0.0 0.0 0.0 
0.7 0.2 0.1 0.0 0.0 0.0 0.0 
0.8 0.1 0.1 0.0 0.0 0.0 0.0 
1.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.2 0.3 0.3 0.1 0.1 0.0 0.0 
0.3 0.4 0.2 0.1 0.0 0.0 0.0 
0.5 0.3 0.1 0.1 0.0 0.0 0.0 
1.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.1 0.1 0.3 0.3 0.1 0.1 0.0 
0.1 0.2 0.4 0.2 0.1 0.0 0.0 
0.2 0.3 0.3 0.1 0.1 0.0 0.0 
1.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.1 0.1 0.3 0.3 0.1 0.1 
0.0 0.1 0.2 0.4 0.2 0.1 0.0 
0.1 0.1 0.3 0.3 0.1 0.1 0.0 
1.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.1 0.1 0.3 0.3 0.2 
0.0 0.0 0.1 0.2 0.4 0.2 0.1 
0.1 0.0 0.1 0.3 0.3 0.1 0.1 
1.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.1 0.1 0.3 0.5 
0.0 0.0 0.0 0.1 0.2 0.4 0.3 
0.0 0.1 0.0 0.1 0.3 0.3 0.2 
1.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.0 1.0 
0.0 0.0 0.0 0.0 0.0 0.0 1.0 
0.0 0.0 0.0 0.0 0.0 0.0 1.0 
1.0 0.0 0.0 0.0 0.0 0.0 0.0 


P_emis 
1.0 0.0 
1.0 0.0 
1.0 0.0 
0.9 0.1 
0.7 0.3 
0.5 0.5 
0.0 1.0 

1.0 0.0 
1.0 0.0 
1.0 0.0 
0.9 0.1 
0.7 0.3 
0.5 0.5 
0.0 1.0 

1.0 0.0 
1.0 0.0 
1.0 0.0 
0.9 0.1 
0.7 0.3 
0.5 0.5 
0.0 1.0 

1.0 0.0 
1.0 0.0 
1.0 0.0 
0.9 0.1 
0.7 0.3 
0.5 0.5 
0.0 1.0 


Reward 
-20.0 -20.0 -20.0 -20.0 -20.0 -20.0 -20.0 
-20.0 -20.0 -20.0 -20.0 -20.0 -20.0 -20.0 
-20.0 -20.0 -20.0 -20.0 -20.0 -20.0 -20.0 
-40.0 -40.0 -40.0 -40.0 -40.0 -40.0 -40.0 

0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 
-40.0 -40.0 -40.0 -40.0 -40.0 -40.0 -40.0 

20.0 20.0 20.0 20.0 20.0 20.0 20.0 
20.0 20.0 20.0 20.0 20.0 20.0 20.0 
20.0 20.0 20.0 20.0 20.0 20.0 20.0 
-40.0 -40.0 -40.0 -40.0 -40.0 -40.0 -40.0 

40.000004 40.000004 40.000004 40.000004 40.000004 40.000004 40.000004 
40.000004 40.000004 40.000004 40.000004 40.000004 40.000004 40.000004 
40.000004 40.000004 40.000004 40.000004 40.000004 40.000004 40.000004 
-40.0 -40.0 -40.0 -40.0 -40.0 -40.0 -40.0 

60.0 60.0 60.0 60.0 60.0 60.0 60.0 
60.0 60.0 60.0 60.0 60.0 60.0 60.0 
60.0 60.0 60.0 60.0 60.0 60.0 60.0 
-40.0 -40.0 -40.0 -40.0 -40.0 -40.0 -40.0 

80.0 80.0 80.0 80.0 80.0 80.0 80.0 
80.0 80.0 80.0 80.0 80.0 80.0 80.0 
80.0 80.0 80.0 80.0 80.0 80.0 80.0 
-40.0 -40.0 -40.0 -40.0 -40.0 -40.0 -40.0 

-20.0 -20.0 -20.0 -20.0 -20.0 -20.0 -20.0 
-20.0 -20.0 -20.0 -20.0 -20.0 -20.0 -20.0 
-20.0 -20.0 -20.0 -20.0 -20.0 -20.0 -20.0 
-40.0 -40.0 -40.0 -40.0 -40.0 -40.0 -40.0 

