nbS : 8
nbO : 5
nbA : 3
P_init 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 
P_trans 
0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 

0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 
0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.4 0.3 0.0 0.3 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 
0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.1 0.8 0.0 0.0 0.1 0.0 

0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 
0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 
0.7 0.0 0.0 0.3 0.0 0.0 0.0 0.0 

0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.3 0.0 0.0 0.7 

0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 
0.0 0.1 0.0 0.0 0.8 0.1 0.0 0.0 

0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 
0.0 0.0 0.0 0.3 0.0 0.3 0.4 0.0 

0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 


P_emis 
0.0 0.0 0.0 0.0 1.0 
0.0 1.0 0.0 0.0 0.0 
0.0 0.7 0.0 0.3 0.0 
0.0 0.0 0.0 1.0 0.0 
0.0 0.0 0.0 1.0 0.0 
0.7 0.0 0.0 0.3 0.0 
1.0 0.0 0.0 0.0 0.0 
0.0 0.0 1.0 0.0 0.0 

0.0 0.0 0.0 0.0 1.0 
0.0 1.0 0.0 0.0 0.0 
0.0 0.7 0.0 0.3 0.0 
0.0 0.0 0.0 1.0 0.0 
0.0 0.0 0.0 1.0 0.0 
0.7 0.0 0.0 0.3 0.0 
1.0 0.0 0.0 0.0 0.0 
0.0 0.0 1.0 0.0 0.0 

0.0 0.0 0.0 0.0 1.0 
0.0 1.0 0.0 0.0 0.0 
0.0 0.7 0.0 0.3 0.0 
0.0 0.0 0.0 1.0 0.0 
0.0 0.0 0.0 1.0 0.0 
0.7 0.0 0.0 0.3 0.0 
1.0 0.0 0.0 0.0 0.0 
0.0 0.0 1.0 0.0 0.0 


Reward 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 -3.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
10.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 -3.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

